order_no,order_date_time,user_id,product_id,amount,discount_amount,created_by
1246,2026-01-26,1261,1158,422.88,0,1003
1247,2026-01-26,1262,1326,1270.34,0,1003
1248,2026-01-26,1263,1391,761.86,0,1002
1249,2026-01-26,1264,1391,761.86,76.186,1002
1250,2026-01-26,1265,1392,761.86,76.186,1002
1251,2026-01-26,1266,1392,761.86,76.186,1002
1252,2026-01-26,1267,1392,761.86,76.186,1002
1253,2026-01-26,1268,1219,507.63,0,1002
1254,2026-01-27,1269,1392,761.86,76.186,1002
1255,2026-01-27,1270,1392,761.86,76.186,1002
1256,2026-01-27,1270,1392,761.86,76.186,1002
1257,2026-01-27,1271,1391,761.86,0,1002
1258,2026-01-27,1272,1391,761.86,0,1002
1259,2026-01-27,1273,1391,761.86,0,1002
1260,2026-01-27,1274,1391,761.86,76.186,1002
1261,2026-01-27,1275,1392,761.86,76.186,1002
1262,2026-01-27,1276,1391,761.86,76.186,1002
1263,2026-01-27,1277,1351,931.36,0,1002
1264,2026-01-27,1278,1157,338.14,0,1002
1265,2026-01-27,1279,1192,677.12,0,1005
1266,2026-01-27,1280,1192,677.12,0,1005
1267,2026-01-27,1281,1298,931.36,0,1006
1268,2026-01-27,1282,1391,761.86,0,1003
1269,2026-01-27,1283,1392,761.86,0,1028
1270,2026-01-27,1284,1392,761.86,0,1002
1271,2026-01-28,1285,1392,761.86,0,1028
1272,2026-01-28,1286,1392,761.86,76.186,1002
1273,2026-01-28,1287,1392,761.86,0,1003
1274,2026-01-28,1285,1392,761.86,76.186,1028
1275,2026-01-28,1288,1392,761.86,76.186,1002
1276,2026-01-28,1289,1392,761.86,0,1003
1277,2026-01-28,1290,1392,761.86,76.186,1002
1278,2026-01-28,1291,1231,677.12,33.856,1028
1279,2026-01-28,1292,1235,761.86,0,1003
1280,2026-01-28,1293,1235,761.86,0,1002
1281,2026-01-28,1294,1256,931.36,0,1003
1282,2026-01-28,1295,1392,761.86,0,1028
1283,2026-01-28,1296,1183,592.37,0,1006
1284,2026-01-28,1297,1391,761.86,76.186,1002
1285,2026-01-28,1298,1391,761.86,76.186,1003
1286,2026-01-29,1299,1391,761.86,0,1003
1287,2026-01-29,1300,1392,761.86,76.186,1003
1288,2026-01-29,1301,1392,761.86,0,1002
1289,2026-01-29,1302,1391,761.86,0,1009
1290,2026-01-29,1303,1391,761.86,0,1009
1291,2026-01-29,1304,1191,677.12,0,1009
1292,2026-01-29,1305,1179,592.37,0,1006
1293,2026-01-29,1306,1228,592.37,29.6185,1006
1294,2026-01-29,1307,1219,507.63,50.763,1006
1295,2026-01-29,1297,1391,761.86,0,1002
1296,2026-01-29,1308,1391,761.86,0,1003
1297,2026-01-30,1309,1254,846.61,0,1003
1298,2026-01-30,1310,1294,846.61,0,1002
1299,2026-01-30,1311,1391,761.86,0,1003
1300,2026-01-30,1312,1229,677.12,0,1003
1301,2026-01-30,1313,1392,761.86,0,1009
1302,2026-01-30,1314,1392,761.86,0,1009
1303,2026-01-30,1315,1124,253.39,0,1006
1304,2026-01-30,1316,1391,761.86,0,1002
1305,2026-01-30,1317,1279,677.12,0,1002
1306,2026-01-30,1318,1279,677.12,0,1002
1307,2026-01-31,1319,1319,1270.34,0,1002
1308,2026-01-31,1320,1391,761.86,0,1002
1309,2026-01-31,1321,1229,677.12,0,1009
1310,2026-01-31,1322,1183,592.37,0,1009
1311,2026-01-31,1323,1202,2541.53,0,1009
1312,2026-01-31,1323,1202,2541.53,0,1009
1313,2026-01-31,1323,1202,2541.53,0,1009
1314,2026-01-31,1324,1312,1100.85,0,1006
1315,2026-01-31,1325,1167,422.88,0,1006
1316,2026-01-31,1326,1158,422.88,0,1006
1317,2026-01-31,1327,1195,846.61,0,1028
1318,2026-01-31,1328,1391,761.86,0,1003
1319,2026-01-31,1329,1391,761.86,76.186,1002
1320,2026-01-31,1328,1391,761.86,0,1003
1321,2026-01-31,1330,1219,507.63,0,1003
1322,2026-01-31,1331,1219,507.63,0,1002
1323,2026-02-01,1332,1341,2117.8,0,1003
1324,2026-02-01,1328,1391,761.86,0,1003
1325,2026-02-01,1333,1391,761.86,76.186,1002
1326,2026-02-01,1334,1391,761.86,76.186,1003
1327,2026-02-01,1335,1391,761.86,76.186,1002
1328,2026-02-01,1328,1391,761.86,76.186,1003
1329,2026-02-01,1336,1299,931.36,0,1002
1330,2026-02-01,1337,1391,761.86,0,1003
1331,2026-02-01,1338,1391,761.86,0,1009
1332,2026-02-01,1339,1391,761.86,0,1009
1333,2026-02-01,1340,1256,931.36,0,1002
1334,2026-02-01,1341,1254,846.61,0,1003
1335,2026-02-01,1342,1392,761.86,0,1002
1336,2026-02-01,1343,1241,846.61,0,1003
1337,2026-02-02,1344,1392,761.86,0,1003
1338,2026-02-02,1345,1225,592.37,0,1003
1339,2026-02-02,1346,1392,761.86,76.186,1002
1340,2026-02-02,1347,1391,761.86,0,1002
1341,2026-02-02,1348,1391,761.86,0,1003
1342,2026-02-02,1349,1074,1694.07,0,1003
1343,2026-02-02,1350,1122,253.39,0,1002
1344,2026-02-02,1351,1085,2117.8,0,1009
1345,2026-02-02,1352,1162,422.88,0,1009
1346,2026-02-02,1353,1178,507.63,0,1009
1347,2026-02-02,1354,1392,761.86,0,1009
1348,2026-02-02,1355,1391,761.86,0,1009
1349,2026-02-02,1356,1124,253.39,0,1006
1350,2026-02-02,1357,1124,253.39,0,1002
1351,2026-02-02,1358,1256,931.36,0,1002
1352,2026-02-02,1359,1391,761.86,0,1003
1353,2026-02-02,1360,1254,846.61,0,1003
1354,2026-02-02,1361,1391,761.86,0,1003
1355,2026-02-03,1362,1391,761.86,0,1002
1356,2026-02-03,1363,1391,761.86,0,1009
1357,2026-02-03,1364,1391,761.86,0,1009
1358,2026-02-03,1365,1392,761.86,0,1009
1359,2026-02-03,1366,1191,677.12,0,1005
1360,2026-02-03,1367,1192,677.12,0,1005
1361,2026-02-03,1368,1085,2117.8,211.78,1003
1362,2026-02-03,1369,1256,931.36,0,1003
1363,2026-02-04,1370,1244,846.61,0,1003
1364,2026-02-04,1371,1391,761.86,0,1003
1365,2026-02-04,1372,1391,761.86,0,1003
1366,2026-02-04,1373,1391,761.86,0,1003
1367,2026-02-04,1374,1391,761.86,0,1003
1368,2026-02-04,1375,1120,253.39,0,1003
1369,2026-02-04,1376,1238,846.61,0,1003
1370,2026-02-04,1377,1286,846.61,0,1005
1371,2026-02-04,1378,1105,253.39,0,1005
1372,2026-02-04,1379,1355,1100.85,0,1005
1373,2026-02-04,1380,1154,338.14,0,1005
1374,2026-02-04,1381,1391,761.86,0,1005
1375,2026-02-04,1382,1391,761.86,0,1005
1376,2026-02-04,1383,1391,761.86,0,1005
1377,2026-02-04,1384,1178,507.63,25.3815,1006
1378,2026-02-04,1385,1225,592.37,0,1006
1379,2026-02-04,1385,1219,507.63,0,1006
1380,2026-02-04,1386,1228,592.37,0,1006
1381,2026-02-04,1387,1319,1270.34,127.034,1002
1382,2026-02-04,1388,1241,846.61,0,1003
1383,2026-02-04,1389,1392,761.86,0,1003
1384,2026-02-04,1390,1225,592.37,0,1009
1385,2026-02-05,1391,1129,338.14,0,1009
1386,2026-02-05,1372,1391,761.86,0,1003
1387,2026-02-05,1392,1333,1694.07,0,1009
1388,2026-02-05,1393,1306,1016.1,0,1005
1389,2026-02-05,1394,1168,422.88,0,1006
1390,2026-02-05,1395,1164,422.88,21.144,1006
1391,2026-02-05,1396,1168,422.88,0,1002
1392,2026-02-05,1397,1093,2795.76,0,1003
1393,2026-02-05,1398,1299,931.36,0,1002
1394,2026-02-05,1399,1137,422.88,0,1003
1395,2026-02-06,1401,1321,1270.34,0,1005
1396,2026-02-06,1400,1321,1270.34,0,1005
1397,2026-02-06,1402,1074,1694.07,0,1005
1398,2026-02-06,1403,1391,761.86,0,1005
1399,2026-02-06,1404,1260,931.36,0,1006
1400,2026-02-06,1405,1392,761.86,0,1002
1401,2026-02-07,1406,1391,761.86,76.186,1002
1402,2026-02-07,1407,1093,2795.76,279.576,1002
1403,2026-02-07,1408,1120,253.39,0,1002
1404,2026-02-07,1408,1076,1694.07,0,1002
1405,2026-02-07,1409,1391,761.86,0,1002
1406,2026-02-07,1410,1391,761.86,0,1002
1407,2026-02-07,1411,1391,761.86,0,1002
1408,2026-02-07,1412,1158,422.88,0,1002
1409,2026-02-07,1413,1392,761.86,76.186,1002
1410,2026-02-07,1414,1115,253.39,0,1009
1411,2026-02-07,1415,1169,422.88,0,1003
1412,2026-02-08,1416,1392,761.86,0,1003
1413,2026-02-08,1417,1392,761.86,0,1003
1414,2026-02-08,1418,1270,1694.07,0,1003
1415,2026-02-08,1419,1188,592.37,0,1006
1416,2026-02-08,1420,1264,1100.85,0,1006
1417,2026-02-08,1421,1091,2541.53,0,1006
1418,2026-02-08,1422,1294,846.61,0,1003
1419,2026-02-08,1423,1391,761.86,0,1003
1420,2026-02-09,1424,1165,422.88,0,1006
1421,2026-02-09,1425,1392,761.86,0,1006
1422,2026-02-09,1426,1391,761.86,0,1002
1423,2026-02-09,1427,1235,761.86,0,1009
1424,2026-02-09,1428,1235,761.86,0,1009
1425,2026-02-09,1429,1168,422.88,0,1009
1426,2026-02-09,1429,1228,592.37,0,1009
1427,2026-02-09,1429,1135,338.14,0,1009
1428,2026-02-09,1429,1225,592.37,0,1009
1429,2026-02-09,1430,1137,422.88,0,1009
1430,2026-02-09,1431,1254,846.61,0,1009
1431,2026-02-09,1432,1391,761.86,0,1009
1432,2026-02-09,1433,1391,761.86,0,1009
1433,2026-02-09,1434,1392,761.86,0,1009
1434,2026-02-10,1435,1392,761.86,0,1009
1435,2026-02-10,1436,1392,761.86,0,1009
1436,2026-02-10,1437,1392,761.86,0,1009
1437,2026-02-10,1438,1392,761.86,0,1009
1438,2026-02-10,1439,1391,761.86,0,1009
1439,2026-02-10,1440,1392,761.86,0,1009
1440,2026-02-10,1441,1392,761.86,0,1009
1441,2026-02-10,1443,1213,422.88,0,1009
1442,2026-02-10,1443,1213,422.88,0,1009
1443,2026-02-10,1443,1213,422.88,0,1009
1444,2026-02-10,1443,1213,422.88,0,1009
1445,2026-02-10,1444,1235,761.86,0,1002
1446,2026-02-10,1444,1229,677.12,0,1002
1447,2026-02-10,1445,1256,931.36,0,1002
1448,2026-02-10,1446,1392,761.86,76.186,1002
1449,2026-02-10,1447,1392,761.86,76.186,1002
1450,2026-02-10,1448,1391,761.86,76.186,1002
1451,2026-02-10,1449,1391,761.86,76.186,1002
1452,2026-02-10,1450,1392,761.86,76.186,1002
1453,2026-02-10,1451,1392,761.86,0,1002
1454,2026-02-10,1452,1320,1270.34,0,1009
1455,2026-02-10,1453,1175,507.63,0,1009
1456,2026-02-10,1442,1175,507.63,0,1009
1457,2026-02-10,1454,1175,507.63,0,1009
1458,2026-02-10,1455,1392,761.86,0,1009
1459,2026-02-10,1456,1391,761.86,0,1009
1460,2026-02-10,1457,1391,761.86,0,1009
1461,2026-02-10,1458,1113,253.39,0,1009
1462,2026-02-10,1459,1271,1694.07,0,1009
1463,2026-02-11,1460,1392,761.86,0,1009
1464,2026-02-11,1461,1392,761.86,0,1009
1465,2026-02-11,1462,1391,761.86,0,1009
1466,2026-02-11,1462,1391,761.86,0,1009
1467,2026-02-11,1463,1391,761.86,0,1009
1468,2026-02-11,1464,1391,761.86,0,1009
1469,2026-02-11,1465,1391,761.86,0,1002
1470,2026-02-11,1466,1392,761.86,0,1002
1471,2026-02-11,1467,1158,422.88,0,1002
1472,2026-02-11,1468,1392,761.86,76.186,1002
1473,2026-02-11,1468,1391,761.86,76.186,1002
1474,2026-02-11,1468,1391,761.86,76.186,1002
1475,2026-02-11,1469,1147,592.37,0,1009
1476,2026-02-11,1470,1392,761.86,0,1009
1477,2026-02-12,1471,1392,761.86,0,1009
1478,2026-02-12,1472,1392,761.86,0,1009
1479,2026-02-12,1473,1392,761.86,0,1009
1480,2026-02-12,1474,1225,592.37,0,1006
1481,2026-02-12,1475,1391,761.86,0,1006
1482,2026-02-13,1476,1391,761.86,0,1006
1483,2026-02-13,1477,1169,422.88,0,1006
1484,2026-02-13,1477,1168,422.88,0,1006
1485,2026-02-13,1478,1392,761.86,0,1006
1486,2026-02-13,1479,1392,761.86,0,1006
1487,2026-02-13,1480,1324,1270.34,0,1006
1488,2026-02-13,1480,1076,1694.07,169.407,1006
1489,2026-02-13,1481,1392,761.86,0,1002
1490,2026-02-13,1482,1171,422.88,0,1002
1491,2026-02-13,1483,1165,422.88,0,1002
1492,2026-02-13,1484,1165,422.88,0,1002
1493,2026-02-13,1485,1391,761.86,0,1006
1494,2026-02-13,1486,1235,761.86,0,1006
1495,2026-02-13,1487,1173,507.63,0,1006
1496,2026-02-13,1488,1247,846.61,0,1006
1497,2026-02-13,1489,1392,761.86,0,1009
1498,2026-02-13,1490,1392,761.86,0,1009
1499,2026-02-13,1491,1392,761.86,0,1009
1500,2026-02-13,1492,1391,761.86,76.186,1009
1501,2026-02-13,1493,1294,846.61,0,1009
1502,2026-02-14,1494,1169,422.88,0,1009
1503,2026-02-14,1494,1170,422.88,0,1009
1504,2026-02-14,1495,1121,253.39,0,1009
1505,2026-02-14,1496,1391,761.86,0,1009
1506,2026-02-14,1497,1391,761.86,0,1009
1507,2026-02-14,1498,1231,677.12,0,1009
1508,2026-02-14,1499,1121,253.39,0,1006
1509,2026-02-14,1500,1391,761.86,0,1006
1510,2026-02-14,1501,1391,761.86,0,1006
1511,2026-02-14,1502,1188,592.37,0,1006
1512,2026-02-14,1503,1179,592.37,0,1009
1513,2026-02-14,1504,1113,253.39,0,1009
1514,2026-02-15,1505,1391,761.86,0,1009
1515,2026-02-15,1506,1391,761.86,0,1009
1516,2026-02-15,1507,1113,253.39,0,1009
1517,2026-02-15,1508,1124,253.39,0,1009
1518,2026-02-15,1509,1225,592.37,0,1009
1519,2026-02-15,1510,1109,253.39,0,1009
1520,2026-02-15,1511,1392,761.86,76.186,1009
1521,2026-02-15,1512,1391,761.86,76.186,1009
1522,2026-02-15,1513,1392,761.86,0,1009
1523,2026-02-15,1514,1392,761.86,0,1009
1524,2026-02-15,1515,1392,761.86,0,1009
1525,2026-02-15,1516,1147,592.37,0,1009
1526,2026-02-15,1517,1147,592.37,0,1009
1527,2026-02-15,1518,1170,422.88,0,1009
1528,2026-02-15,1519,1158,422.88,0,1002
1529,2026-02-15,1520,1392,761.86,0,1006
1530,2026-02-15,1521,1333,1694.07,0,1006
1531,2026-02-15,1522,1391,761.86,0,1006
1532,2026-02-15,1523,1181,592.37,0,1006
1533,2026-02-15,1524,1140,422.88,0,1006
1534,2026-02-15,1525,1140,422.88,0,1006
1535,2026-02-15,1526,1135,338.14,0,1006
1536,2026-02-15,1527,1132,338.14,0,1006
1537,2026-02-15,1527,1132,338.14,0,1006
1538,2026-02-15,1528,1392,761.86,0,1006
1539,2026-02-15,1529,1391,761.86,0,1006
1540,2026-02-15,1530,1130,338.14,0,1006
1541,2026-02-16,1531,1024,931.36,0,1006
1542,2026-02-16,1532,1167,422.88,21.144,1006
1543,2026-02-16,1533,1392,761.86,0,1002
1544,2026-02-16,1534,1392,761.86,0,1002
1545,2026-02-16,1535,1392,761.86,0,1002
1546,2026-02-16,1536,1392,761.86,0,1002
1547,2026-02-16,1088,1312,1100.85,0,1002
1548,2026-02-16,1537,1392,761.86,0,1006
1549,2026-02-17,1538,1231,677.12,0,1006
1550,2026-02-17,1539,1391,761.86,0,1006
